course_title,skills,rating,review_count,level,duration,skills_list,filtered_skills,Algorithms,Business Analysis,Cloud Computing,Communication,Computer Programming,Critical Thinking,Data Analysis,Data Management,Data Visualization,Databases,Decision Making,Entrepreneurship,Finance,General Statistics,Human Learning,Leadership and Management,Machine Learning,Machine Learning Algorithms,Marketing,Planning,Probability & Statistics,Problem Solving,Python Programming,Strategy,Strategy and Operations
Market Research,"{"" Market Research"","" Research and Design"","" Marketing"","" Market Analysis"","" Communication"","" Business Research"","" Data Analysis"","" User Research"","" Critical Thinking"","" Decision Making"","" Strategy"","" Survey Creation"","" Business Communication"","" Customer Analysis"","" Exploratory Data Analysis"","" Planning"","" General Statistics"","" Data Visualization"","" Probability & Statistics"","" Problem Solving"","" Storytelling"","" Visual Design"","" Writing"","" Digital Marketing""}",4.6,1300.0,Beginner , 3 - 6 Months,"['Market Research', 'Research and Design', 'Marketing', 'Market Analysis', 'Communication', 'Business Research', 'Data Analysis', 'User Research', 'Critical Thinking', 'Decision Making', 'Strategy', 'Survey Creation', 'Business Communication', 'Customer Analysis', 'Exploratory Data Analysis', 'Planning', 'General Statistics', 'Data Visualization', 'Probability & Statistics', 'Problem Solving', 'Storytelling', 'Visual Design', 'Writing', 'Digital Marketing']","['Marketing', 'Communication', 'Data Analysis', 'Critical Thinking', 'Decision Making', 'Strategy', 'Planning', 'General Statistics', 'Data Visualization', 'Probability & Statistics', 'Problem Solving']",0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0
Forensic Accounting and Fraud Examination,"{"" Accounting"","" Audit"","" Critical Thinking"","" Financial Accounting"","" Risk Management"","" Regulations and Compliance"","" Data Analysis"","" Finance"","" Problem Solving"","" Leadership and Management""}",4.7,5400.0,Mixed , 1 - 3 Months,"['Accounting', 'Audit', 'Critical Thinking', 'Financial Accounting', 'Risk Management', 'Regulations and Compliance', 'Data Analysis', 'Finance', 'Problem Solving', 'Leadership and Management']","['Critical Thinking', 'Data Analysis', 'Finance', 'Problem Solving', 'Leadership and Management']",0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Coding for Everyone: C and C++,"{"" C Programming Language Family"","" Computer Programming"","" Programming Principles"","" Algorithms"","" Data Structures"","" C++ Programming"","" Computational Logic"","" Computer Programming Tools"","" Computational Thinking"","" Critical Thinking"","" Mathematics"","" Problem Solving"","" Graph Theory"","" Theoretical Computer Science""}",4.5,8900.0,Beginner , 3 - 6 Months,"['C Programming Language Family', 'Computer Programming', 'Programming Principles', 'Algorithms', 'Data Structures', 'C++ Programming', 'Computational Logic', 'Computer Programming Tools', 'Computational Thinking', 'Critical Thinking', 'Mathematics', 'Problem Solving', 'Graph Theory', 'Theoretical Computer Science']","['Computer Programming', 'Algorithms', 'Critical Thinking', 'Problem Solving']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Manufacturing & Design Technology,"{"" Design and Product"","" Leadership and Management"","" Product Lifecycle"","" Product Management"","" Strategy and Operations"","" Product Development"","" Business Process Management"","" Product Design"","" Supply Chain Systems"","" Data Management"","" Systems Design"","" Computer Networking"","" Supply Chain and Logistics"","" Human Computer Interaction"","" Process Analysis"","" Technical Product Management"","" Data Analysis"","" Project Management"","" System Security"","" Business Transformation"","" Cloud Computing"","" Cyberattacks"","" Operations Management"","" Security Engineering"","" Big Data"","" Cloud Storage"","" Communication"","" Computer Architecture"","" Computer Security Models"","" Network Security"","" Security Software"","" Security Strategy"","" Software Security"","" Supplier Relationship Management"","" Data Analysis Software"","" Digital Marketing"","" Machine Learning"","" Computer Security Incident Management"","" Data Visualization"","" Internet Of Things"","" Exploratory Data Analysis"","" Business Communication"","" Marketing""}",4.6,6600.0,Beginner , 3 - 6 Months,"['Design and Product', 'Leadership and Management', 'Product Lifecycle', 'Product Management', 'Strategy and Operations', 'Product Development', 'Business Process Management', 'Product Design', 'Supply Chain Systems', 'Data Management', 'Systems Design', 'Computer Networking', 'Supply Chain and Logistics', 'Human Computer Interaction', 'Process Analysis', 'Technical Product Management', 'Data Analysis', 'Project Management', 'System Security', 'Business Transformation', 'Cloud Computing', 'Cyberattacks', 'Operations Management', 'Security Engineering', 'Big Data', 'Cloud Storage', 'Communication', 'Computer Architecture', 'Computer Security Models', 'Network Security', 'Security Software', 'Security Strategy', 'Software Security', 'Supplier Relationship Management', 'Data Analysis Software', 'Digital Marketing', 'Machine Learning', 'Computer Security Incident Management', 'Data Visualization', 'Internet Of Things', 'Exploratory Data Analysis', 'Business Communication', 'Marketing']","['Leadership and Management', 'Strategy and Operations', 'Data Management', 'Data Analysis', 'Cloud Computing', 'Communication', 'Machine Learning', 'Data Visualization', 'Marketing']",0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1
Understanding Clinical Research: Behind the Statistics,"{"" Basic Descriptive Statistics"","" Data Analysis"","" General Statistics"","" Probability & Statistics"","" Statistical Tests"","" Critical Thinking"","" Biostatistics"","" Clinical Data Management"","" Statistical Visualization""}",4.8,3300.0,Beginner , 1 - 3 Months,"['Basic Descriptive Statistics', 'Data Analysis', 'General Statistics', 'Probability & Statistics', 'Statistical Tests', 'Critical Thinking', 'Biostatistics', 'Clinical Data Management', 'Statistical Visualization']","['Data Analysis', 'General Statistics', 'Probability & Statistics', 'Critical Thinking']",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Practical Guide to Trading,"{"" Finance"","" Investment Management"","" Financial Analysis"","" Leadership and Management"","" Risk Management"","" Securities Trading"","" Financial Management"","" Market Analysis"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Accounting"","" Data Analysis"","" Securities Sales"","" Taxes""}",4.4,485.0,Beginner , 3 - 6 Months,"['Finance', 'Investment Management', 'Financial Analysis', 'Leadership and Management', 'Risk Management', 'Securities Trading', 'Financial Management', 'Market Analysis', 'Strategy', 'Strategy and Operations', 'Business Analysis', 'Accounting', 'Data Analysis', 'Securities Sales', 'Taxes']","['Finance', 'Leadership and Management', 'Strategy', 'Strategy and Operations', 'Business Analysis', 'Data Analysis']",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
Meta AR Developer,"{"" Javascript""}",4.6,84.0,Intermediate , 3 - 6 Months,['Javascript'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Health Informatics,"{"" Leadership and Management"","" Data Analysis"","" Data Management"","" Clinical Data Management"","" Decision Making"","" Systems Design"","" Data Model"","" Data Structures"","" Databases"","" User Experience"","" Change Management"","" Critical Thinking"","" Human Computer Interaction"","" Big Data"","" Data Analysis Software"","" Database Design"","" Database Theory"","" Process Analysis"","" Project Management"","" Data Science"","" Health""}",4.4,746.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Data Analysis', 'Data Management', 'Clinical Data Management', 'Decision Making', 'Systems Design', 'Data Model', 'Data Structures', 'Databases', 'User Experience', 'Change Management', 'Critical Thinking', 'Human Computer Interaction', 'Big Data', 'Data Analysis Software', 'Database Design', 'Database Theory', 'Process Analysis', 'Project Management', 'Data Science', 'Health']","['Leadership and Management', 'Data Analysis', 'Data Management', 'Decision Making', 'Databases', 'Critical Thinking']",0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PostgreSQL for Everybody,"{"" SQL"","" Databases"","" Database Design"","" PostgreSQL"","" Database Application"","" Data Management"","" Database Theory"","" Data Structures"","" Python Programming"","" Data Architecture"","" NoSQL"","" Data Model"","" Natural Language Processing""}",4.7,1000.0,Intermediate , 3 - 6 Months,"['SQL', 'Databases', 'Database Design', 'PostgreSQL', 'Database Application', 'Data Management', 'Database Theory', 'Data Structures', 'Python Programming', 'Data Architecture', 'NoSQL', 'Data Model', 'Natural Language Processing']","['Databases', 'Data Management', 'Python Programming']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Introduction to Software Engineering,"{"" Software Engineering"","" Computer Programming"","" Software Engineering Tools"","" Application Development"","" Programming Principles"","" Software Architecture"","" Agile Software Development"","" Communication"","" Product Management"","" Software-Defined Networking"","" Python Programming""}",4.7,581.0,Beginner , 1 - 3 Months,"['Software Engineering', 'Computer Programming', 'Software Engineering Tools', 'Application Development', 'Programming Principles', 'Software Architecture', 'Agile Software Development', 'Communication', 'Product Management', 'Software-Defined Networking', 'Python Programming']","['Computer Programming', 'Communication', 'Python Programming']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Positive Psychiatry and Mental Health,"{"" Resilience""}",4.8,3400.0,Mixed , 1 - 3 Months,['Resilience'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Data Lifecycle in Production,"{"" Python Programming"","" Statistical Programming"","" Tensorflow"","" Exploratory Data Analysis"","" Feature Engineering"","" Machine Learning"","" Probability & Statistics""}",4.3,754.0,Advanced , 1 - 4 Weeks,"['Python Programming', 'Statistical Programming', 'Tensorflow', 'Exploratory Data Analysis', 'Feature Engineering', 'Machine Learning', 'Probability & Statistics']","['Python Programming', 'Machine Learning', 'Probability & Statistics']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Healthy and Sustainable Foods and Products,"{"" Product Lifecycle""}",3.9,24.0,Intermediate , 3 - 6 Months,['Product Lifecycle'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corporate Strategy,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Finance"","" Mergers & Acquisitions"","" Business Development""}",4.8,1900.0,Beginner , 1 - 4 Weeks,"['Entrepreneurship', 'Leadership and Management', 'Marketing', 'Sales', 'Strategy', 'Strategy and Operations', 'Finance', 'Mergers & Acquisitions', 'Business Development']","['Entrepreneurship', 'Leadership and Management', 'Marketing', 'Strategy', 'Strategy and Operations', 'Finance']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1
Healthcare Law,"{"" Regulations and Compliance"","" Leadership and Management"","" Innovation"","" Strategy"","" System Security"","" Critical Thinking"","" Data Management"","" Risk Management"","" Strategy and Operations"","" Research and Design""}",4.7,411.0,Intermediate , 3 - 6 Months,"['Regulations and Compliance', 'Leadership and Management', 'Innovation', 'Strategy', 'System Security', 'Critical Thinking', 'Data Management', 'Risk Management', 'Strategy and Operations', 'Research and Design']","['Leadership and Management', 'Strategy', 'Critical Thinking', 'Data Management', 'Strategy and Operations']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
Financial Management,"{"" Financial Management"","" Finance"","" Financial Analysis"","" Financial Accounting"","" Leadership and Management"","" Accounting"","" Investment Management"","" Risk Management"","" Cash Management"","" Accounts Payable and Receivable"","" General Accounting"","" Management Accounting"","" Account Management"","" Corporate Accouting"","" Generally Accepted Accounting Principles (GAAP)"","" Cost Accounting"","" Decision Making"","" Market Analysis"","" Securities Trading"","" Strategy"","" Correlation And Dependence"","" Taxes"","" Mergers & Acquisitions""}",4.7,6400.0,Intermediate , 3 - 6 Months,"['Financial Management', 'Finance', 'Financial Analysis', 'Financial Accounting', 'Leadership and Management', 'Accounting', 'Investment Management', 'Risk Management', 'Cash Management', 'Accounts Payable and Receivable', 'General Accounting', 'Management Accounting', 'Account Management', 'Corporate Accouting', 'Generally Accepted Accounting Principles (GAAP)', 'Cost Accounting', 'Decision Making', 'Market Analysis', 'Securities Trading', 'Strategy', 'Correlation And Dependence', 'Taxes', 'Mergers & Acquisitions']","['Finance', 'Leadership and Management', 'Decision Making', 'Strategy']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Digital Technologies and the Future of Manufacturing,"{"" Product Management"","" Leadership and Management"","" Strategy and Operations"","" Design and Product"","" Strategy"","" Product Lifecycle"","" Feature Engineering"","" Business Process Management"","" Innovation"","" Internet Of Things"","" Operations Management"","" Technical Product Management"","" Entrepreneurship"","" Product Strategy"","" Cloud-Based Integration"","" Organizational Development""}",4.6,199.0,Beginner , 1 - 3 Months,"['Product Management', 'Leadership and Management', 'Strategy and Operations', 'Design and Product', 'Strategy', 'Product Lifecycle', 'Feature Engineering', 'Business Process Management', 'Innovation', 'Internet Of Things', 'Operations Management', 'Technical Product Management', 'Entrepreneurship', 'Product Strategy', 'Cloud-Based Integration', 'Organizational Development']","['Leadership and Management', 'Strategy and Operations', 'Strategy', 'Entrepreneurship']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
Java FullStack Developer,"{"" Algorithms"","" Computer Programming"","" Java Programming"","" Javascript"","" Web Development""}",4.4,71.0,Intermediate , 1 - 3 Months,"['Algorithms', 'Computer Programming', 'Java Programming', 'Javascript', 'Web Development']","['Algorithms', 'Computer Programming']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Path to Insights: Data Models and Pipelines,"{"" Data Management"","" Data Model"","" Extract"","" Transform"","" Load""}",4.7,262.0,Advanced , 1 - 4 Weeks,"['Data Management', 'Data Model', 'Extract', 'Transform', 'Load']",['Data Management'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Write Professional Emails in English,"{"" Writing"","" Business Communication"","" Professional Development""}",4.8,16700.0,Mixed , 1 - 3 Months,"['Writing', 'Business Communication', 'Professional Development']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Game Design: Art and Concepts,"{"" Creativity"","" Storytelling"","" Writing""}",4.7,3800.0,Beginner , 3 - 6 Months,"['Creativity', 'Storytelling', 'Writing']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Convolutional Neural Networks in TensorFlow,"{"" Machine Learning"","" Deep Learning"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Artificial Neural Networks"","" Computer Vision"","" Human Learning"","" Tensorflow"","" Python Programming"","" Machine Learning Software""}",4.7,7900.0,Intermediate , 1 - 4 Weeks,"['Machine Learning', 'Deep Learning', 'Machine Learning Algorithms', 'Applied Machine Learning', 'Artificial Neural Networks', 'Computer Vision', 'Human Learning', 'Tensorflow', 'Python Programming', 'Machine Learning Software']","['Machine Learning', 'Machine Learning Algorithms', 'Human Learning', 'Python Programming']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
