course_title,skills,rating,review_count,level,duration,skills_list,skills_text,filtered_skills,algorithms,business analysis,cloud computing,communication,computer programming,critical thinking,data analysis,data management,decision making,finance,human learning,leadership and management,machine learning,machine learning algorithms,marketing,planning,probability & statistics,problem solving,project management,python programming,risk management,sql,strategy,strategy and operations,writing
Gestion de projet de Google,"{"" Business Analysis"","" Business Development"","" Communication"","" Decision Making"","" Design and Product"","" Entrepreneurship"","" Leadership and Management"","" Planning"","" Strategy"","" Strategy and Operations"","" Data Analysis"","" Business Psychology"","" Conflict Management"","" Emotional Intelligence"","" People Management"","" Resilience"","" C++ Programming"","" Compensation"","" HR Tech"","" Network Security"","" Business Design"","" Employee Relations"","" Scrum (Software Development)""}",4.5,21.0,Beginner , 3 - 6 Months,"['Business Analysis', 'Business Development', 'Communication', 'Decision Making', 'Design and Product', 'Entrepreneurship', 'Leadership and Management', 'Planning', 'Strategy', 'Strategy and Operations', 'Data Analysis', 'Business Psychology', 'Conflict Management', 'Emotional Intelligence', 'People Management', 'Resilience', 'C++ Programming', 'Compensation', 'HR Tech', 'Network Security', 'Business Design', 'Employee Relations', 'Scrum (Software Development)']",business analysis | business development | communication | decision making | design and product | entrepreneurship | leadership and management | planning | strategy | strategy and operations | data analysis | business psychology | conflict management | emotional intelligence | people management | resilience | c++ programming | compensation | hr tech | network security | business design | employee relations | scrum (software development),"['business analysis', 'communication', 'decision making', 'leadership and management', 'planning', 'strategy', 'strategy and operations', 'data analysis']",0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
Introduction to Hardware and Operating Systems,"{"" Operating Systems"","" Computer Networking"","" IBM Cloud""}",4.8,877.0,Beginner , 1 - 3 Months,"['Operating Systems', 'Computer Networking', 'IBM Cloud']",operating systems | computer networking | ibm cloud,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Science Math Skills,"{"" Data Analysis"","" General Statistics"","" Probability & Statistics"","" Problem Solving"","" Statistical Analysis"","" Applied Mathematics"","" Calculus"","" Critical Thinking""}",4.5,11400.0,Beginner , 1 - 3 Months,"['Data Analysis', 'General Statistics', 'Probability & Statistics', 'Problem Solving', 'Statistical Analysis', 'Applied Mathematics', 'Calculus', 'Critical Thinking']",data analysis | general statistics | probability & statistics | problem solving | statistical analysis | applied mathematics | calculus | critical thinking,"['data analysis', 'probability & statistics', 'problem solving', 'critical thinking']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Biology Meets Programming: Bioinformatics for Beginners,"{"" Bioinformatics"","" Computational Thinking"","" Problem Solving"","" Biostatistics"","" Computational Logic"","" Critical Thinking""}",4.2,1500.0,Beginner , 1 - 4 Weeks,"['Bioinformatics', 'Computational Thinking', 'Problem Solving', 'Biostatistics', 'Computational Logic', 'Critical Thinking']",bioinformatics | computational thinking | problem solving | biostatistics | computational logic | critical thinking,"['problem solving', 'critical thinking']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Arts and Science of Relationships: Understanding Human Needs,"{"" Emotional Intelligence"","" Communication""}",4.5,1600.0,Beginner , 1 - 3 Months,"['Emotional Intelligence', 'Communication']",emotional intelligence | communication,['communication'],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Introduction to Operations Management,"{"" Leadership and Management"","" Operations Management""}",4.4,2600.0,Beginner , 1 - 4 Weeks,"['Leadership and Management', 'Operations Management']",leadership and management | operations management,['leadership and management'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Akamai Customer Consulting and Support,"{"" Computer Security Incident Management"","" Mobile Security"","" Network Architecture"","" Network Security"","" Operations Management"","" Risk Management""}",4.9,27.0,Beginner , 3 - 6 Months,"['Computer Security Incident Management', 'Mobile Security', 'Network Architecture', 'Network Security', 'Operations Management', 'Risk Management']",computer security incident management | mobile security | network architecture | network security | operations management | risk management,['risk management'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Akamai Network Engineering,"{"" Computer Security Incident Management"","" Mobile Security"","" Network Architecture"","" Network Security"","" Operations Management"","" Risk Management""}",4.9,27.0,Beginner , 3 - 6 Months,"['Computer Security Incident Management', 'Mobile Security', 'Network Architecture', 'Network Security', 'Operations Management', 'Risk Management']",computer security incident management | mobile security | network architecture | network security | operations management | risk management,['risk management'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Introduction to Scripting in Python,"{"" Computer Programming"","" Programming Principles"","" Python Programming"","" Computer Programming Tools"","" Computational Logic"","" Data Analysis"","" Computational Thinking"","" Mathematics"","" Algorithms"","" Critical Thinking"","" Data Structures"","" Mathematical Theory & Analysis"","" Problem Solving"","" Algebra"","" Data Visualization""}",4.7,4200.0,Beginner , 3 - 6 Months,"['Computer Programming', 'Programming Principles', 'Python Programming', 'Computer Programming Tools', 'Computational Logic', 'Data Analysis', 'Computational Thinking', 'Mathematics', 'Algorithms', 'Critical Thinking', 'Data Structures', 'Mathematical Theory & Analysis', 'Problem Solving', 'Algebra', 'Data Visualization']",computer programming | programming principles | python programming | computer programming tools | computational logic | data analysis | computational thinking | mathematics | algorithms | critical thinking | data structures | mathematical theory & analysis | problem solving | algebra | data visualization,"['computer programming', 'python programming', 'data analysis', 'algorithms', 'critical thinking', 'problem solving']",1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Computational Neuroscience,"{"" Mathematics"","" Computer Programming"","" Mathematical Theory & Analysis"","" Probability & Statistics"","" Python Programming"","" Computational Logic"","" Data Analysis"","" Artificial Neural Networks"","" Linear Algebra"","" Machine Learning"","" Human Learning""}",4.6,1000.0,Beginner , 1 - 3 Months,"['Mathematics', 'Computer Programming', 'Mathematical Theory & Analysis', 'Probability & Statistics', 'Python Programming', 'Computational Logic', 'Data Analysis', 'Artificial Neural Networks', 'Linear Algebra', 'Machine Learning', 'Human Learning']",mathematics | computer programming | mathematical theory & analysis | probability & statistics | python programming | computational logic | data analysis | artificial neural networks | linear algebra | machine learning | human learning,"['computer programming', 'probability & statistics', 'python programming', 'data analysis', 'machine learning', 'human learning']",0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Introduction to Systems Engineering,"{"" Systems Design"","" Leadership and Management""}",4.7,737.0,Mixed , 1 - 3 Months,"['Systems Design', 'Leadership and Management']",systems design | leadership and management,['leadership and management'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Creativity, Innovation and Transformation","{"" Creativity"","" Critical Thinking"","" Leadership and Management""}",4.5,640.0,Mixed , 1 - 4 Weeks,"['Creativity', 'Critical Thinking', 'Leadership and Management']",creativity | critical thinking | leadership and management,"['critical thinking', 'leadership and management']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Developing AI Applications with Python and Flask,"{"" Application Development"","" Computer Programming"","" Python Programming""}",4.4,515.0,Intermediate , 1 - 4 Weeks,"['Application Development', 'Computer Programming', 'Python Programming']",application development | computer programming | python programming,"['computer programming', 'python programming']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Python Project: pillow, tesseract, and opencv","{"" Computer Programming"","" Python Programming""}",4.0,1900.0,Intermediate , 1 - 4 Weeks,"['Computer Programming', 'Python Programming']",computer programming | python programming,"['computer programming', 'python programming']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Android App Development,"{"" Mobile Development"","" Android Development"","" Computer Programming"","" Java Programming"","" Programming Principles"","" Application Development"","" Mobile Development Tools"","" Computer Programming Tools"","" Software Engineering"","" Data Structures"","" Problem Solving""}",4.5,3600.0,Beginner , 3 - 6 Months,"['Mobile Development', 'Android Development', 'Computer Programming', 'Java Programming', 'Programming Principles', 'Application Development', 'Mobile Development Tools', 'Computer Programming Tools', 'Software Engineering', 'Data Structures', 'Problem Solving']",mobile development | android development | computer programming | java programming | programming principles | application development | mobile development tools | computer programming tools | software engineering | data structures | problem solving,"['computer programming', 'problem solving']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Inspiring and Motivating Individuals,"{"" Human Resources"","" Communication"","" Leadership Development"","" Leadership and Management""}",4.8,5400.0,Beginner , 1 - 4 Weeks,"['Human Resources', 'Communication', 'Leadership Development', 'Leadership and Management']",human resources | communication | leadership development | leadership and management,"['communication', 'leadership and management']",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Weight Management: Beyond Balancing Calories,"{"" Leadership and Management""}",4.7,1100.0,Beginner , 1 - 3 Months,['Leadership and Management'],leadership and management,['leadership and management'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spark, Hadoop, and Snowflake for Data Engineering","{"" Big Data"","" Data Warehousing"","" Python Programming""}",4.677240684793555,7827.922457200403,Advanced , 1 - 4 Weeks,"['Big Data', 'Data Warehousing', 'Python Programming']",big data | data warehousing | python programming,['python programming'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Diseño Instruccional: Aprendizaje activo y Pedagogía digital,"{"" Innovation"","" Critical Thinking"","" Planning""}",4.7,972.0,Beginner , 3 - 6 Months,"['Innovation', 'Critical Thinking', 'Planning']",innovation | critical thinking | planning,"['critical thinking', 'planning']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Financial Technology (Fintech) Innovations,"{"" FinTech"","" Finance"","" BlockChain"","" Decision Making"","" Risk Management"","" Financial Analysis"","" Investment Management"","" Leadership and Management"","" Critical Thinking"","" Data Analysis"","" Innovation"","" Machine Learning"","" Algorithms"","" Entrepreneurship"","" Strategy"","" Cryptography"","" Data Mining"","" Payments"","" Strategy and Operations"","" Cyberattacks"","" Network Security"","" Probability & Statistics"","" Statistical Machine Learning"","" Computer Programming""}",4.7,2400.0,Beginner , 3 - 6 Months,"['FinTech', 'Finance', 'BlockChain', 'Decision Making', 'Risk Management', 'Financial Analysis', 'Investment Management', 'Leadership and Management', 'Critical Thinking', 'Data Analysis', 'Innovation', 'Machine Learning', 'Algorithms', 'Entrepreneurship', 'Strategy', 'Cryptography', 'Data Mining', 'Payments', 'Strategy and Operations', 'Cyberattacks', 'Network Security', 'Probability & Statistics', 'Statistical Machine Learning', 'Computer Programming']",fintech | finance | blockchain | decision making | risk management | financial analysis | investment management | leadership and management | critical thinking | data analysis | innovation | machine learning | algorithms | entrepreneurship | strategy | cryptography | data mining | payments | strategy and operations | cyberattacks | network security | probability & statistics | statistical machine learning | computer programming,"['finance', 'decision making', 'risk management', 'leadership and management', 'critical thinking', 'data analysis', 'machine learning', 'algorithms', 'strategy', 'strategy and operations', 'probability & statistics', 'computer programming']",1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0
Data-driven Decision Making,"{"" Big Data"","" Business Analysis"","" Data Analysis"","" Data Management"","" Data Visualization"","" Decision Making"","" Business Process Management"","" Critical Thinking"","" Customer Analysis"","" Exploratory Data Analysis""}",4.6,6000.0,Beginner , 1 - 4 Weeks,"['Big Data', 'Business Analysis', 'Data Analysis', 'Data Management', 'Data Visualization', 'Decision Making', 'Business Process Management', 'Critical Thinking', 'Customer Analysis', 'Exploratory Data Analysis']",big data | business analysis | data analysis | data management | data visualization | decision making | business process management | critical thinking | customer analysis | exploratory data analysis,"['business analysis', 'data analysis', 'data management', 'decision making', 'critical thinking']",0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
