course_title,rating,review_count,skills_list,platform,level,duration,skills_text,internet of things,microsoft excel,python programming,securities trading,google app engine,microsoft azure,javascript,java programming,basic descriptive statistics,database application,financial analysis,financial accounting,financial management,c programming language family,cloud api,sql,power bi,natural language processing,html and css,react,game theory,google cloud platform,software testing,application development,website
MBA Course: Marketing and Business Strategy,4.7,2785.0,['internet of things'],udemy,0,10.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Complete SEO Bootcamp 2022,4.2,2762.0,['website'],udemy,0,1.0,website,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
One Day Marketing for Digital Age,4.7,2757.0,"['leadership development', 'database administration', 'leadership and management', 'entrepreneurship']",udemy,1,9.0,leadership development | database administration | leadership and management | entrepreneurship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023 Google Ads (AdWords) Course - From Beginner to PRO,4.0,2719.0,"['search engine optimization', 'google app engine', 'google cloud platform']",udemy,0,8.5,search engine optimization | google app engine | google cloud platform,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Complete Facebook Ads & Marketing Course 2021,4.3,2696.0,"['advertising', 'advertising sales']",udemy,0,11.5,advertising | advertising sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Media Marketing Strategy 2023: Launch Your SMM!,4.5,2665.0,"['media production', 'strategy and operations', 'product strategy', 'social media', 'strategy', 'security strategy', 'media strategy & planning']",udemy,1,8.0,media production | strategy and operations | product strategy | social media | strategy | security strategy | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Branding With Personality: Build An Authentic Brand,4.8,2632.0,"['human resources', 'human learning', 'strategy and operations', 'brand management', 'product strategy', 'human resources operations', 'human computer interaction', 'strategy', 'security strategy', 'human factors', 'media strategy & planning']",udemy,0,3.0,human resources | human learning | strategy and operations | brand management | product strategy | human resources operations | human computer interaction | strategy | security strategy | human factors | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ultimate Public Relations Masterclass,4.7,2625.0,['digital marketing'],udemy,1,3.0,digital marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TikTok Marketing 2023: Grow Your Account & Master TikTok Ads,4.5,2622.0,"['system programming', 'account management', 'system software', 'brand management', 'system security']",udemy,0,11.5,system programming | account management | system software | brand management | system security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intro to Branding,4.6,2595.0,['brand management'],udemy,0,1.0,brand management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Complete Google Analytics 4 Training for Beginners 2023,4.6,2578.0,"['google app engine', 'website', 'google cloud platform']",udemy,1,2.0,google app engine | website | google cloud platform,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"The Ultimate SEO, Social Media, & Digital Marketing Course",4.4,2579.0,"['wordpress', 'google app engine', 'google cloud platform']",udemy,0,98.0,wordpress | google app engine | google cloud platform,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SEO Training: Complete SEO Course & ChatGPT SEO Copywriting,4.4,2495.0,['wordpress'],udemy,1,46.5,wordpress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ultimate Affiliate Marketing Course For Beginners 2023,4.7,2484.0,['digital marketing'],udemy,0,20.5,digital marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEO For WordPress [Beginners]: #1 Step-by-Step SEO System,4.6,2461.0,"['wordpress', 'google cloud platform', 'internet of things', 'google app engine', 'website']",udemy,1,10.0,wordpress | google cloud platform | internet of things | google app engine | website,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Digital Marketing Fundamentals - Beginner to Pro in 3 Hours!,4.4,2367.0,"['user experience design', 'internet of things', 'user experience', 'digital marketing']",udemy,1,3.0,user experience design | internet of things | user experience | digital marketing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Google Analytics 4 for Beginners - New Google Analytics,4.5,2350.0,"['internet of things', 'google app engine', 'google cloud platform']",udemy,0,2.0,internet of things | google app engine | google cloud platform,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Complete Google Ads Masterclass (Former Google AdWords),4.6,2338.0,"['google app engine', 'google cloud platform']",udemy,0,16.0,google app engine | google cloud platform,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Google Ads Masterclass (AdWords): Grow with Google Ads,4.6,2307.0,"['search engine optimization', 'google app engine', 'google cloud platform', 'basic descriptive statistics']",udemy,0,11.5,search engine optimization | google app engine | google cloud platform | basic descriptive statistics,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Public Relations: Media Crisis Communications,4.5,2302.0,"['media production', 'social media', 'employee relations', 'public relations', 'media strategy & planning']",udemy,0,2.0,media production | social media | employee relations | public relations | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Web Content Writing Masterclass in 2023+Power words eBook,4.5,2227.0,"['strategy and operations', 'product strategy', 'digital marketing', 'writing', 'strategy', 'security strategy', 'media strategy & planning']",udemy,0,4.5,strategy and operations | product strategy | digital marketing | writing | strategy | security strategy | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Google AdWords Certification - Become Certified & Earn More!,4.4,2212.0,"['google app engine', 'google cloud platform']",udemy,0,1.5,google app engine | google cloud platform,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Product Management Marketing: Dekker's Product Marketing MBA,4.5,2162.0,"['market research', 'market analysis']",udemy,0,33.0,market research | market analysis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marketing Psychology: How To Become A Master Of Influence,4.6,2156.0,"['marketing psychology', 'business psychology']",udemy,0,11.0,marketing psychology | business psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complete SEO Training 2022 | Rank in Google with SEO 2022,4.6,2120.0,"['wordpress', 'google app engine', 'google cloud platform', 'technical product management']",udemy,0,9.5,wordpress | google app engine | google cloud platform | technical product management,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Social Media Monitoring,4.3,828.0,"['media production', 'google cloud platform', 'social media', 'google app engine', 'media strategy & planning']",udemy,0,6.0,media production | google cloud platform | social media | google app engine | media strategy & planning,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pinterest Marketing & Advertising Beginner To Advanced 2023,4.8,2046.0,"['user experience design', 'website', 'internet of things', 'user experience']",udemy,0,9.0,user experience design | website | internet of things | user experience,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mobile App Marketing 2023 ASO, Advertising & Monetization",4.6,2043.0,"['retail store operations', 'mobile development', 'mobile security', 'mobile development tools', 'google app engine', 'search engine optimization']",udemy,0,6.5,retail store operations | mobile development | mobile security | mobile development tools | google app engine | search engine optimization,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Online Marketing: SEO & Social Media Marketing Strategy,4.3,2020.0,"['internet of things', 'media strategy & planning', 'media production', 'social media']",udemy,0,18.0,internet of things | media strategy & planning | media production | social media,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marketing Research: support your marketing decisions,4.5,2012.0,"['internet of things', 'information technology']",udemy,0,11.5,internet of things | information technology,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEO Training: Google SEO, Mobile SEO, Content, Wordpress SEO",4.6,1998.0,"['wordpress', 'mobile development', 'google cloud platform', 'mobile security', 'mobile development tools', 'google app engine', 'search engine optimization', 'website']",udemy,0,4.5,wordpress | mobile development | google cloud platform | mobile security | mobile development tools | google app engine | search engine optimization | website,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Business Branding: The Complete Course Part 2 - Expression,4.7,1979.0,"['brand management', 'other web frameworks', 'storytelling']",udemy,0,4.0,brand management | other web frameworks | storytelling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viral Blogging 101: Blogging & Content Writing Masterclass,4.4,1963.0,['writing'],udemy,0,1.0,writing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Complete Programmatic Advertising Course - 2023,4.5,1891.0,"['media production', 'advertising', 'social media', 'advertising sales', 'media strategy & planning']",udemy,0,5.0,media production | advertising | social media | advertising sales | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Content Writing Course,4.5,1877.0,['writing'],udemy,0,16.0,writing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEO 2024: How I Hit #1 on Google - Complete Wordpress SEO,4.1,1876.0,"['technical product management', 'search engine optimization']",udemy,0,5.0,technical product management | search engine optimization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marketing Analytics: Forecasting Models with Excel,4.5,1874.0,"['forecasting', 'microsoft excel']",udemy,0,6.0,forecasting | microsoft excel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The complete Conversion Rate Optimization course,4.7,1859.0,"['internet of things', 'search engine optimization']",udemy,0,8.0,internet of things | search engine optimization,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Start a YouTube Automation Channel & Monetize It Fast,4.5,1835.0,['video'],udemy,0,6.5,video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marketing MASTERCLASS for Startups and Leaders,4.3,1806.0,"['strategy and operations', 'product strategy', 'digital marketing', 'strategy', 'security strategy', 'media strategy & planning']",udemy,0,18.0,strategy and operations | product strategy | digital marketing | strategy | security strategy | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing: 16 Strategic and Tactical Courses in 1,4.4,1769.0,"['media production', 'media strategy & planning', 'social media']",udemy,0,41.5,media production | media strategy & planning | social media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing 101,4.5,1767.0,"['strategy and operations', 'product strategy', 'strategy', 'security strategy', 'media strategy & planning']",udemy,1,1.0,strategy and operations | product strategy | strategy | security strategy | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home Business: The Complete CPA Marketing Course,4.0,1739.0,"['customer success', 'strategy']",udemy,0,6.0,customer success | strategy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Facebook Marketing -  Build Facebook Messenger Chatbots,4.1,1733.0,['writing'],udemy,0,11.5,writing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ultimate Digital Marketing Bundle: 33-Courses-In-1!,4.7,1728.0,"['media production', 'amazon web services', 'strategy and operations', 'product strategy', 'social media', 'digital marketing', 'strategy', 'security strategy', 'media strategy & planning']",udemy,0,34.0,media production | amazon web services | strategy and operations | product strategy | social media | digital marketing | strategy | security strategy | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Build a Lucrative Copywriting Portfolio With Ease,4.5,1714.0,['inside sales'],udemy,0,1.0,inside sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Instagram Marketing 2021: Growth and Promotion on Instagram,3.6,1659.0,"['cloud clients', 'account management']",udemy,1,3.5,cloud clients | account management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Design a Signature Coaching or Consulting Program,4.8,1646.0,"['cloud clients', 'amazon web services']",udemy,0,2.0,cloud clients | amazon web services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branding & Marketing for Startups: Learn How To Stand Out,4.6,1642.0,['brand management'],udemy,0,2.0,brand management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Affiliate Marketing +Google SEO: Amazon Affiliate Case Study,3.6,1632.0,['amazon web services'],udemy,0,4.0,amazon web services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Introduction to Programmatic Advertising - Digital Marketing,4.5,1622.0,"['internet of things', 'digital marketing']",udemy,2,1.0,internet of things | digital marketing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ultimate Digital Marketing Course 2023: 11 Courses in 1,4.6,1592.0,"['survey creation', 'google cloud platform', 'market research', 'google app engine', 'website', 'market analysis']",udemy,0,40.0,survey creation | google cloud platform | market research | google app engine | website | market analysis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
SEO Strategy 2023. SEO training to TOP rank your website!,4.3,1590.0,"['google cloud platform', 'strategy and operations', 'product strategy', 'strategy', 'google app engine', 'search engine optimization', 'security strategy', 'media strategy & planning', 'website']",udemy,1,8.5,google cloud platform | strategy and operations | product strategy | strategy | google app engine | search engine optimization | security strategy | media strategy & planning | website,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Employer Branding for Talent Acquisition,4.0,1588.0,['hr tech'],udemy,2,1.5,hr tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Account Based Marketing (ABM) 2023 - B2B Marketing Strategy,4.5,1578.0,"['b2b sales', 'strategy and operations', 'product strategy', 'internet of things', 'strategy', 'security strategy', 'media strategy & planning']",udemy,2,2.5,b2b sales | strategy and operations | product strategy | internet of things | strategy | security strategy | media strategy & planning,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Facebook Ads & Facebook Marketing Masterclass 2023,4.7,1527.0,"['advertising', 'advertising sales']",udemy,0,10.0,advertising | advertising sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Instagram Marketing Course: From 0-10k Instagram Followers,4.2,1505.0,['brand management'],udemy,1,5.5,brand management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ultimate Facebook Ads and Facebook Marketing Guide 2021,4.7,1494.0,"['advertising', 'advertising sales']",udemy,0,2.5,advertising | advertising sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Videoscribe Whiteboard Animations: The Complete Guide,4.5,1451.0,"['videos', 'video']",udemy,0,2.5,videos | video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Google My Business SEO: Fast Google Maps Ranking,4.4,1446.0,"['google app engine', 'google cloud platform']",udemy,1,3.0,google app engine | google cloud platform,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LinkedIn Training Course,3.8,1439.0,"['media production', 'b2b sales', 'social media', 'internet of things', 'media strategy & planning']",udemy,0,5.0,media production | b2b sales | social media | internet of things | media strategy & planning,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YouTube Masterclass - The Best Guide to YouTube Success,4.7,1428.0,['brand management'],udemy,0,7.5,brand management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modern PR: How To Get Press Coverage For Your Business,4.6,1413.0,"['system programming', 'system software', 'employee relations', 'public relations', 'system security']",udemy,0,1.0,system programming | system software | employee relations | public relations | system security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Advertising and Marketing 201: Top Topics & Trends,4.4,1407.0,"['mobile development', 'big data', 'mobile security', 'advertising', 'digital marketing', 'mobile development tools', 'advertising sales']",udemy,2,2.0,mobile development | big data | mobile security | advertising | digital marketing | mobile development tools | advertising sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Content is King: Writing Killer Content for Web & Marketing,4.0,1392.0,"['internet of things', 'writing']",udemy,0,3.0,internet of things | writing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YouTube Marketing: Grow Your Business with YouTube,4.1,1390.0,"['brand management', 'video']",udemy,0,5.0,brand management | video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Google Analytics 4 Reports and GTM Basics in 2023,4.5,1379.0,"['google app engine', 'google cloud platform']",udemy,0,11.5,google app engine | google cloud platform,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing B2B: Dekker's Ultimate Digital Marketing,4.6,1351.0,"['b2b sales', 'digital marketing']",udemy,0,50.5,b2b sales | digital marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Implement Adobe Analytics - The Ultimate Student Guide,4.3,1347.0,['website'],udemy,0,4.0,website,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marketing Analytics: Pricing Strategies and Price Analytics,4.4,1332.0,['microsoft excel'],udemy,0,3.5,microsoft excel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New - Learn the Basics of LinkedIn in just 30 mins,4.7,1326.0,['digital marketing'],udemy,1,26.0,digital marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Search Engine Optimization Complete Specialization Course,3.9,1313.0,"['internet of things', 'google app engine', 'google cloud platform']",udemy,0,4.0,internet of things | google app engine | google cloud platform,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ecommerce & Marketing course: Agency, Marketer, Affiliate",4.5,1287.0,"['media production', 'wordpress', 'digital marketing', 'social media', 'media strategy & planning', 'website']",udemy,1,51.0,media production | wordpress | digital marketing | social media | media strategy & planning | website,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marketing Analytics & Retail Business Management using Excel,4.4,1273.0,"['customer success', 'retail store operations', 'forecasting', 'customer relationship management', 'market research', 'customer analysis', 'microsoft excel', 'retail sales', 'customer support', 'market analysis']",udemy,0,8.0,customer success | retail store operations | forecasting | customer relationship management | market research | customer analysis | microsoft excel | retail sales | customer support | market analysis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
